Geneid	Length
Ng03252	2291
Ng03253	225
Ng03254	2214
Ng03255	1854
Ng03256	210
Ng03257	2200
Ng03258	384
Ng03259	306
Ng03260	3105
Ng03261	1497
Ng03262	1805
Ng03263	900
Ng03264	1543
Ng03265	594
Ng03266	2475
Ng03267	423
Ng03268	2052
Ng03269	378
Ng03270	1459
Ng03271	2554
Ng03272	3774
Ng03273	1065
Ng03274	1047
Ng03275	1014
Ng03276	72
Ng03277	1328
Ng03278	771
Ng03279	519
Ng03280	2640
Ng03281	3297
Ng03282	192
Ng03283	927
Ng03284	1414
Ng03285	1966
Ng03286	246
Ng03287	453
Ng03288	414
Ng03289	210
Ng03290	1488
Ng03291	2475
Ng03292	408
Ng03293	840
Ng03294	1740
Ng03295	1455
Ng03296	2502
Ng03297	4437
Ng03298	690
Ng03299	958
Ng03300	579
Ng03301	1914
Ng03302	3573
Ng03303	738
Ng03304	3408
Ng03305	2877
Ng03306	1380
Ng03307	1494
Ng03308	651
Ng03309	456
Ng03310	882
Ng03311	1182
Ng03312	1002
Ng03313	741
Ng03314	1605
Ng03315	486
Ng03316	2876
Ng03317	2198
Ng03318	1368
Ng05064	2261
Ng05065	3846
Ng05066	1491
Ng05067	1518
Ng05068	2163
Ng05069	240
Ng05070	1347
Ng05071	1407
Ng05072	1317
Ng05073	996
Ng05074	765
Ng05075	1582
Ng05076	780
Ng05077	1397
Ng05078	1758
Ng05079	294
Ng05080	240
Ng05081	207
Ng05082	486
Ng05083	1025
Ng05084	480
Ng05085	895
Ng05086	408
Ng05087	933
Ng05088	1173
Ng05089	1416
Ng05090	1056
Ng05091	2454
Ng05092	1737
Ng05093	747
Ng05094	384
Ng05095	1848
Ng05096	321
Ng05097	303
Ng05098	549
Ng05099	195
Ng05100	999
Ng05101	285
Ng05102	2583
Ng05103	579
Ng05104	459
Ng05105	813
Ng05106	762
Ng05107	1359
Ng05108	1572
Ng05109	1164
Ng05110	1479
Ng05111	1083
Ng05112	888
Ng05113	465
Ng05114	726
Ng05115	1059
Ng05116	2374
Ng05117	909
Ng05118	1461
Ng05119	372
Ng05120	2630
Ng05121	1053
Ng05122	1119
Ng05123	864
Ng05124	201
Ng05125	1737
Ng05126	1458
Ng05127	606
Ng05128	618
Ng05129	1762
Ng05130	1593
Ng05131	738
Ng05132	1671
Ng05133	720
Ng05134	300
Ng05135	1230
Ng05136	762
Ng05137	732
Ng05138	270
Ng05139	2766
Ng05140	1107
Ng05141	1122
Ng05142	1800
Ng05143	2088
Ng05144	843
Ng05145	1713
Ng05146	2967
Ng05147	258
Ng05148	2712
Ng05149	4632
Ng05150	1119
Ng05151	315
Ng05152	1890
Ng05153	2157
Ng05154	201
Ng05155	1017
Ng05156	5414
Ng05157	228
Ng05158	4056
Ng05159	3609
Ng05160	2526
Ng05161	408
Ng05162	978
Ng05163	1440
Ng05164	1056
Ng05165	1053
Ng05166	1198
Ng05167	5379
Ng05168	961
Ng05169	201
Ng05170	864
Ng05171	456
Ng05172	6054
Ng05173	228
Ng05174	1524
Ng05175	2272
Ng05176	729
Ng05177	673
Ng05178	735
Ng05179	1830
Ng05180	2421
Ng05181	738
Ng05182	1062
Ng05183	1047
Ng05184	2359
Ng05185	1306
Ng05186	657
Ng05187	1269
Ng05188	1380
Ng05189	1626
Ng05190	354
Ng05191	2439
Ng05192	801
Ng05193	2832
Ng05194	987
Ng05195	1908
Ng05196	506
Ng05197	1209
Ng05198	933
Ng05199	210
Ng05200	1086
Ng05201	3213
Ng05202	669
Ng05203	1777
Ng05204	399
Ng05205	1221
Ng05206	1284
Ng05207	345
Ng05208	960
Ng05209	1101
Ng05210	3177
Ng05211	858
Ng05212	1401
Ng05213	4482
Ng05214	210
Ng05215	2041
Ng05216	1206
Ng05217	2214
Ng05218	603
Ng05219	1413
Ng05220	1323
Ng05221	669
Ng05222	960
Ng05223	654
Ng05224	333
Ng05225	3778
Ng05226	3059
Ng05227	2097
Ng05228	1338
Ng05229	480
Ng05230	1125
Ng05231	3443
Ng05232	3055
Ng05233	948
Ng05234	1074
Ng05235	1194
Ng05236	2559
Ng05237	453
Ng05238	1896
Ng05239	8664
Ng05240	10743
Ng05241	3608
Ng05242	3288
Ng05243	1200
Ng05244	1472
Ng05245	1707
Ng05246	948
Ng05247	2953
Ng05248	2200
Ng05249	732
Ng05250	792
Ng05251	1165
Ng05252	802
Ng05253	729
Ng05254	7932
Ng05255	870
Ng05256	1401
Ng05257	183
Ng05258	291
Ng05259	2097
Ng05260	261
Ng05261	2265
Ng05262	204
Ng05263	1410
Ng05264	2727
Ng05265	1242
Ng05266	363
Ng05267	1542
Ng05268	891
Ng05269	1785
Ng05270	1620
Ng05271	363
Ng05272	954
Ng05273	1191
Ng05274	2316
Ng05275	1410
Ng05276	1440
Ng05277	432
Ng05278	354
Ng05279	1823
Ng05280	2331
Ng05281	1175
tRNAscan_6	73
Ng05283	891
Ng05284	1846
Ng05285	372
Ng05286	708
Ng05287	1657
Ng05288	1928
Ng05289	838
Ng05290	1347
Ng05291	1038
Ng05292	825
Ng05293	573
Ng05294	2679
Ng05295	897
Ng05296	1629
Ng05297	1464
Ng05298	1311
Ng05299	1506
Ng05300	6258
Ng05301	731
Ng05302	2067
Ng05303	4530
Ng05304	1590
Ng05305	449
Ng05306	1055
Ng05307	1166
Ng05308	2206
Ng05309	1218
Ng05310	423
Ng05311	3906
Ng05312	1137
Ng05313	1017
Ng05314	1458
Ng05315	1293
Ng05316	2088
Ng05317	1165
Ng05318	522
Ng05319	826
Ng05320	1224
Ng05321	366
Ng05322	714
Ng05323	2604
Ng05324	615
Ng05325	1320
Ng05326	1378
Ng05327	1401
Ng05328	1557
Ng05329	2346
Ng05330	2793
Ng05331	1155
Ng05332	3100
Ng05333	2568
Ng05334	858
Ng05335	645
Ng05336	1023
Ng05337	1824
Ng05338	3053
Ng05339	2028
Ng05340	1752
Ng05341	5850
Ng05342	3729
Ng05343	2655
Ng05344	4094
Ng05345	441
Ng05346	1710
Ng05347	1668
Ng05348	546
Ng05349	1689
Ng05350	948
Ng05351	3821
Ng05352	1665
Ng05353	915
Ng05354	3060
Ng05355	1670
Ng05356	759
Ng05357	1149
Ng05358	1239
Ng05359	1707
Ng05360	477
Ng05361	3885
Ng05362	4494
Ng05363	1152
Ng05364	1767
Ng05365	2410
Ng05366	4383
Ng05367	2451
Ng05368	717
Ng05369	1287
Ng05370	3030
Ng05371	1173
Ng05372	1653
Ng05373	252
Ng05374	1464
Ng05375	4059
Ng05376	189
Ng05377	267
Ng05378	2244
Ng05379	1914
Ng05380	2206
Ng05381	2526
Ng05382	1230
Ng05383	1563
Ng05384	3145
Ng05385	741
Ng05386	1950
Ng05387	348
Ng05388	1711
Ng05389	6366
Ng05390	216
tRNAscan_7	109
Ng05392	2436
Ng05393	660
Ng05394	339
Ng05395	1890
Ng05396	2109
Ng05397	1032
Ng05398	1398
Ng05399	462
Ng05400	1743
Ng05401	1164
Ng05402	3099
Ng05403	2334
Ng05404	1895
Ng05405	1968
Ng05406	3303
Ng05407	957
Ng05408	2012
Ng05409	1278
Ng05410	1248
Ng05411	1335
Ng05412	2214
Ng05413	261
Ng05414	2205
Ng05415	2519
Ng05416	573
Ng05417	213
Ng05418	1383
Ng11259	1491
Ng05419	1542
Ng05420	1294
Ng05421	546
Ng05422	2301
Ng05423	2319
Ng05424	1839
Ng05425	3122
Ng05426	2346
Ng05427	994
Ng05428	744
Ng05429	744
Ng05430	570
Ng05431	5079
Ng05432	1335
Ng05433	870
Ng05434	511
Ng05435	501
Ng05436	2105
Ng05437	1548
Ng05438	2692
Ng05439	3819
Ng05440	1935
Ng05441	1408
Ng05442	2490
Ng05443	1950
Ng05444	249
Ng05445	2071
Ng05446	564
Ng05447	471
Ng05448	3851
Ng05449	843
Ng05450	2001
Ng05451	2979
Ng05452	2745
Ng05453	1524
Ng05454	509
Ng05455	1833
Ng05456	333
Ng05457	666
Ng05458	2136
Ng05459	1705
Ng05460	972
Ng05461	900
Ng05462	3699
Ng05463	2265
Ng05464	3227
Ng05465	507
Ng05466	4608
Ng05467	3384
Ng05468	1690
Ng05469	753
Ng05470	453
Ng05471	312
Ng05472	372
Ng05473	318
Ng05474	270
Ng05475	2070
Ng05476	774
Ng05477	621
Ng05478	525
Ng05479	558
Ng05480	228
Ng05481	1377
Ng05482	309
Ng05483	462
Ng05484	888
Ng05485	237
Ng05486	828
Ng05487	390
Ng05488	606
Ng05489	291
Ng05490	1976
Ng05491	1800
Ng05492	1984
Ng05493	447
Ng05494	483
Ng05495	231
Ng05496	288
Ng05497	213
Ng05498	1583
Ng05499	72
Ng05500	1248
Ng05501	1523
Ng05502	453
Ng05503	1203
Ng05504	489
Ng05505	441
Ng05506	2076
Ng05507	348
Ng05508	2145
Ng05509	2822
Ng05510	2489
Ng05511	903
Ng05512	282
Ng05513	1098
Ng05514	621
Ng05515	2250
Ng03758	3534
Ng03759	1563
Ng03760	237
Ng03761	1929
Ng03762	1398
Ng03763	2246
Ng03764	1105
Ng03765	2860
Ng03766	246
Ng03767	2265
Ng03768	2683
Ng03769	192
Ng03770	204
Ng03771	1442
Ng03772	501
Ng03773	3390
Ng03774	351
Ng03775	1143
Ng03776	267
Ng03777	615
Ng03778	498
Ng03779	2007
Ng03780	3393
Ng03781	603
Ng03782	1606
Ng03783	1074
Ng03784	519
Ng03785	781
Ng03786	1242
Ng03787	234
Ng03788	1497
Ng03789	1961
Ng03790	702
Ng03791	480
Ng03792	2505
Ng03793	1140
Ng03794	717
Ng03795	786
Ng03796	1302
Ng03797	1334
Ng03798	372
Ng03799	1686
Ng03800	2919
Ng03801	294
Ng03802	480
Ng03803	1014
Ng03804	507
Ng03805	192
Ng03806	258
Ng03807	789
Ng03808	1363
Ng03809	2822
Ng03810	603
Ng03811	306
Ng03812	1527
Ng03813	1856
Ng03814	2520
Ng03815	931
Ng03816	1731
Ng03817	2764
Ng03818	1791
Ng03819	1083
Ng03820	2610
Ng03821	408
Ng03822	2120
Ng03823	1356
Ng03824	4158
Ng03825	2031
Ng03826	2295
Ng03827	675
Ng03828	189
Ng03829	1230
Ng03830	612
Ng03831	2534
Ng03832	4257
Ng03833	366
Ng03834	1503
Ng03835	267
Ng03836	1701
Ng03837	2413
Ng03838	633
Ng03839	180
Ng03840	1914
Ng03841	2633
Ng03842	501
Ng03843	1695
Ng03844	1077
Ng03845	657
Ng03846	384
Ng03847	513
Ng03848	567
Ng03849	1797
Ng03850	330
Ng03851	417
Ng03852	1617
Ng03853	2479
Ng03854	777
Ng03855	231
Ng03856	615
Ng03857	655
Ng03858	2775
Ng03859	1338
Ng03860	1284
Ng03861	210
Ng03862	858
Ng03863	186
Ng03864	903
Ng03865	369
Ng03866	2650
Ng03867	1569
Ng03868	1995
Ng03869	6387
Ng03870	462
Ng03871	2860
Ng03872	1654
Ng03873	474
Ng03874	354
Ng03875	1845
Ng03876	1338
Ng03877	1278
Ng03878	1537
Ng03879	1380
Ng03880	7340
Ng03881	1596
Ng03882	933
Ng03883	8028
Ng03884	711
Ng03885	411
Ng03886	1152
Ng03887	1831
Ng03888	549
Ng03889	1803
Ng03890	2226
Ng03891	1484
Ng03892	894
Ng03893	3799
Ng03894	1257
Ng03895	1002
Ng03896	1734
Ng03897	1008
Ng03898	1482
Ng03899	1583
Ng03900	525
Ng03901	2299
Ng03902	2646
Ng03903	2703
Ng03904	498
Ng03905	438
Ng03906	186
Ng03907	1509
Ng03908	702
Ng03909	776
Ng03910	1437
Ng03911	1176
Ng03912	948
Ng03913	3198
Ng03914	570
Ng03915	3013
Ng03916	1158
Ng03917	2401
tRNAscan_9	120
Ng03919	2775
Ng03920	963
Ng03921	1593
Ng03922	1485
Ng03923	2241
Ng03924	1683
Ng03925	444
Ng03926	1806
Ng03927	927
Ng03928	928
Ng03929	2214
Ng03930	890
Ng03931	294
Ng03932	3927
Ng03933	3809
Ng03934	3636
Ng03935	2445
Ng03936	522
Ng03937	1893
Ng03938	633
Ng03939	1197
Ng03940	1629
Ng03941	1380
Ng03942	2439
Ng03943	1747
Ng03944	1424
Ng03945	3770
Ng03946	1107
Ng03947	2799
Ng03948	1002
Ng03949	708
Ng03950	885
Ng03951	1608
Ng03952	1317
Ng03953	580
Ng03954	1457
Ng03955	1569
Ng03956	2833
Ng03957	1674
Ng03958	4003
Ng03959	975
Ng03960	1638
Ng03961	2661
Ng03962	588
Ng03963	1911
Ng03964	1630
Ng03965	1452
Ng03966	2580
Ng03967	1458
Ng03968	5244
Ng03969	1569
Ng03970	2276
Ng03971	2031
Ng03972	1890
Ng03973	1041
Ng03974	1456
Ng03975	3030
Ng03976	735
Ng03977	1350
Ng03978	1204
Ng03979	2680
Ng03980	1056
Ng03981	393
Ng03982	675
Ng03983	351
Ng03984	1872
Ng03985	5523
Ng03986	795
Ng03987	2664
Ng03988	2628
Ng03989	396
Ng03990	2418
Ng03991	867
Ng03992	4977
Ng03993	2694
Ng03994	1347
Ng03995	6171
Ng03996	2772
Ng03997	180
Ng03998	2380
Ng03999	1846
Ng04000	2246
Ng04001	555
Ng04002	1927
Ng04003	294
Ng04004	1971
Ng04005	1020
Ng04006	1374
Ng04007	1776
Ng04008	930
Ng04009	9854
Ng04010	1830
Ng04011	1665
Ng04012	1410
Ng04013	2529
Ng04014	294
Ng04015	2127
Ng04016	2430
Ng04017	3426
Ng04018	1995
Ng04019	1138
Ng04020	336
Ng04021	1308
Ng04022	378
Ng04023	990
Ng04024	1638
Ng04025	1440
Ng04026	3367
Ng04027	1737
Ng04028	1524
Ng04029	351
Ng04030	1605
Ng04031	339
Ng04032	1187
Ng04033	189
Ng04034	945
Ng04035	1872
Ng04036	654
Ng04037	1176
Ng04038	477
Ng04039	1578
Ng04040	1059
Ng04041	1433
Ng04042	1062
Ng04043	612
Ng04044	676
Ng04045	984
Ng04046	336
Ng04047	2887
Ng04048	1594
Ng04049	1920
Ng04050	636
Ng04051	1026
Ng04052	588
Ng04053	2721
Ng04054	1122
Ng04055	1151
Ng04056	4176
Ng04057	603
Ng04058	1314
Ng04059	588
Ng04060	1455
Ng04061	354
Ng04062	1514
Ng04063	558
Ng04064	345
Ng04065	618
Ng04066	1250
Ng04067	201
Ng04068	1356
Ng04069	1512
Ng04070	1878
Ng04071	888
Ng04072	390
Ng04073	1200
Ng04074	1356
Ng04075	1096
Ng04076	1431
Ng04077	825
Ng04078	870
Ng04079	1305
Ng04080	504
Ng04081	729
Ng04082	696
Ng04083	1332
Ng04084	1191
Ng04085	1655
Ng04086	888
Ng04087	796
Ng04088	1164
Ng04089	1410
Ng04090	2871
Ng04091	1206
Ng04092	462
Ng04093	291
Ng04094	2673
Ng04095	1581
Ng04096	792
Ng04097	1254
Ng04098	435
Ng04099	855
Ng04100	1411
Ng04101	1782
Ng04102	2324
Ng04103	11835
Ng04104	934
Ng04105	2793
Ng04106	1636
Ng04107	1008
Ng04108	303
Ng04109	3648
Ng04110	1166
Ng04111	736
Ng04112	558
Ng04113	912
Ng04114	363
Ng04115	933
Ng04116	1380
Ng04117	1098
Ng04118	1455
Ng04119	2358
Ng04120	1983
Ng04121	1434
Ng04122	756
Ng04123	1914
Ng04124	4987
Ng04125	7087
Ng04126	1745
Ng04127	1618
Ng04128	1179
Ng04129	1768
Ng04130	2386
Ng04131	2175
Ng04132	1884
Ng04133	1326
Ng04134	1881
Ng04135	3075
Ng04136	309
Ng04137	3204
Ng04138	1236
Ng04139	561
Ng04140	727
Ng04141	2639
Ng04142	2187
Ng04143	348
Ng04144	1460
Ng04145	1713
Ng04146	1325
Ng04147	543
Ng04148	1761
Ng04149	231
Ng04150	312
Ng04151	285
Ng04152	243
Ng04153	1498
Ng04154	1365
Ng04155	420
Ng04156	3017
Ng04157	243
Ng04158	1059
Ng04159	1155
Ng04160	624
Ng04161	2565
Ng04162	1347
Ng04163	2289
Ng04164	267
Ng04165	1227
Ng04166	1392
Ng04167	408
Ng04168	1299
Ng04169	477
Ng04170	333
Ng04171	195
Ng04172	1689
Ng04173	1976
Ng04174	432
Ng04175	1125
Ng04176	1159
Ng04177	1389
Ng04178	414
Ng04179	375
Ng04180	666
Ng04181	516
Ng04182	694
Ng04183	1680
Ng04184	222
Ng04185	783
Ng04186	1107
Ng04187	879
Ng04188	483
Ng04189	1491
Ng04190	2205
Ng04191	1212
Ng04192	351
Ng04193	495
Ng04194	246
Ng04195	1068
Ng04196	366
Ng04197	1621
Ng04198	705
Ng04199	432
Ng04200	1245
Ng04201	1728
Ng04202	1206
Ng04203	2506
Ng04204	429
Ng04205	759
Ng04206	783
Ng04207	3409
Ng04208	1670
Ng04209	2187
Ng04210	828
Ng04211	2422
Ng04212	2576
Ng04213	1563
Ng04214	315
Ng04215	864
Ng04216	405
Ng04217	387
Ng04218	1674
Ng04219	825
Ng04220	759
Ng04221	2901
Ng04222	1050
Ng04223	1581
Ng04224	1395
Ng04225	1551
Ng04226	606
Ng04227	633
Ng04228	1575
Ng04229	1362
Ng04230	654
Ng04231	2948
Ng04232	363
Ng04233	759
Ng04234	1378
Ng04235	636
Ng04236	3201
Ng04237	843
Ng04238	465
Ng04239	1443
Ng04240	225
Ng04241	8193
Ng04242	315
Ng04243	1605
Ng04244	336
Ng04245	1440
Ng04246	834
Ng04247	207
Ng04248	801
Ng04249	2215
Ng04250	192
Ng04251	402
Ng04252	459
Ng04253	453
Ng04254	1062
Ng04255	977
Ng04256	2046
Ng04257	1323
Ng04258	228
Ng04259	2781
Ng04260	411
Ng04261	387
Ng04262	534
Ng04263	339
Ng04264	2058
Ng04265	657
Ng04266	570
Ng04267	696
Ng04268	1023
Ng04269	810
Ng04270	183
Ng04271	2742
Ng04272	309
Ng04273	1407
Ng04274	342
Ng04275	1695
Ng04276	183
Ng04277	1140
Ng04278	1158
Ng04279	2271
Ng04280	1731
Ng04281	1286
Ng04282	1815
Ng04283	1326
Ng04284	1133
Ng04285	1914
Ng04286	3188
Ng04287	198
Ng04288	1377
Ng04289	1115
Ng04290	2260
Ng04291	1275
Ng04292	1884
Ng04293	2051
Ng04294	1359
Ng04295	372
Ng04296	3564
Ng04297	201
Ng04298	996
Ng04299	2151
Ng04300	279
Ng04301	4536
Ng04302	1556
Ng04303	666
Ng04304	867
Ng04305	489
Ng04306	1299
Ng04307	12747
Ng04308	405
Ng04309	1776
Ng04310	1203
Ng04311	1491
Ng04312	2249
Ng04313	4083
Ng04314	336
Ng04315	846
Ng04316	7950
Ng04317	2171
Ng04318	4773
Ng04319	558
Ng04320	2928
Ng04321	1779
Ng04322	2088
Ng04323	1767
Ng04324	879
Ng04325	297
Ng04326	942
Ng04327	564
Ng04328	1560
Ng04329	780
Ng04330	2382
Ng04331	1087
Ng04332	825
Ng04333	1406
Ng04334	1992
Ng04335	2394
Ng04336	3085
Ng04337	3675
Ng04338	1911
Ng04339	495
Ng04340	3117
Ng04341	725
Ng04342	1599
Ng04343	513
Ng04344	1056
Ng04345	402
Ng04346	988
Ng04347	736
Ng04348	6366
Ng04349	3903
Ng04350	408
Ng04351	4133
Ng04352	2481
Ng04353	1086
Ng04354	1557
Ng04355	2252
Ng04356	1044
Ng04357	1470
Ng04358	303
Ng04359	1566
Ng04360	3843
Ng04361	939
Ng04362	1808
Ng04363	3039
Ng04364	369
Ng04365	1179
Ng04366	330
Ng04367	4045
Ng04368	1228
Ng04369	228
Ng04370	2574
Ng04371	1173
Ng04372	1110
Ng04373	1750
Ng04374	1864
Ng04375	522
Ng04376	1959
Ng04377	1577
Ng04378	1263
Ng04379	2592
Ng04380	2193
Ng04381	180
Ng04382	1017
Ng04383	603
Ng04384	897
Ng04385	1236
Ng04386	669
Ng04387	765
Ng04388	1031
Ng04389	1101
Ng04390	3621
Ng04391	1444
Ng04392	5638
Ng04393	2094
Ng04394	1122
Ng04395	633
tRNAscan_10	72
Ng04397	1635
Ng04398	2352
Ng04399	1482
Ng04400	1817
Ng04401	1479
Ng04402	3159
Ng04403	1707
Ng04404	2138
Ng04405	1383
Ng04406	3724
Ng04407	1695
Ng04408	453
Ng04409	375
Ng04410	2304
Ng04411	948
Ng04412	1173
Ng04413	1350
Ng04414	3228
Ng04415	864
Ng04416	408
Ng04417	618
Ng04418	1666
Ng04419	1338
Ng04420	1082
Ng04421	612
Ng04422	2407
Ng04423	2574
Ng04424	1653
Ng04425	6063
Ng04426	1377
Ng04427	2052
Ng04428	1902
Ng04429	624
Ng04430	2220
Ng04431	195
Ng04432	642
Ng04433	1434
Ng04434	2169
Ng04435	1700
Ng04436	732
Ng04437	2718
Ng04438	3061
Ng04439	441
Ng04440	1653
Ng04441	2976
Ng04442	1126
Ng04443	843
Ng04444	1041
Ng04445	408
Ng04446	1593
Ng04447	339
Ng04448	318
Ng04449	1167
Ng04450	1524
Ng04451	1332
Ng04452	1980
Ng04453	2340
Ng04454	693
Ng04455	1806
Ng04456	1476
Ng04457	1410
Ng04458	701
Ng04459	2892
Ng04460	324
Ng04461	774
Ng04462	219
Ng04463	2361
Ng04464	2013
Ng04465	399
Ng04466	1407
Ng04467	579
Ng04468	2709
Ng04469	903
Ng04470	1017
Ng04471	4128
Ng04472	1038
Ng04473	354
Ng04474	1443
Ng04475	2358
Ng04476	411
Ng04477	819
Ng04478	2889
Ng04479	252
Ng04480	2070
Ng04481	336
Ng04482	900
Ng04483	975
Ng04484	2678
Ng04485	786
Ng04486	2286
Ng04487	405
Ng04488	4654
Ng04489	546
Ng04490	1431
Ng04491	873
Ng04492	1776
Ng04493	2259
Ng04494	699
Ng04495	1759
Ng04496	1146
Ng04497	795
Ng04498	2361
Ng04499	315
Ng04500	5439
Ng04501	318
Ng04502	1347
Ng04503	489
Ng04504	1923
Ng04505	1767
Ng04506	2049
Ng04507	2877
Ng04508	492
Ng04509	213
Ng04510	3699
Ng04511	282
Ng04512	1164
Ng04513	3693
Ng04514	558
Ng04515	504
Ng04516	9159
Ng04517	714
Ng04518	1806
Ng04519	3750
Ng04520	1445
Ng04521	1594
Ng04522	1508
Ng04523	1977
Ng04524	1896
Ng04525	1812
Ng04526	252
Ng04527	663
Ng04528	216
Ng04529	4998
Ng04530	363
Ng04531	662
Ng04532	672
Ng04533	1875
Ng04534	1359
Ng04535	1095
Ng04536	1812
Ng04537	843
Ng04538	1801
Ng04539	1616
Ng04540	240
Ng04541	1830
Ng04542	2070
Ng04543	1569
Ng04544	243
Ng04545	672
Ng04546	4628
Ng04547	1374
Ng04548	1629
Ng04549	2813
Ng04550	597
Ng04551	2732
Ng04552	1065
Ng04553	723
Ng04554	2292
Ng04555	1305
Ng04556	1824
Ng04557	399
Ng04558	2562
Ng04559	1836
Ng04560	4303
Ng04561	1185
Ng04562	447
Ng04563	1722
Ng04564	573
Ng04565	2926
Ng04566	189
Ng04567	1911
Ng04568	3675
Ng04569	1782
Ng04570	2151
Ng04571	1257
Ng04572	5449
Ng04573	4341
Ng04574	1500
Ng04575	1260
Ng04576	510
Ng04577	2473
Ng04578	2217
Ng04579	2211
Ng04580	312
Ng04581	741
Ng04582	717
Ng04583	576
Ng04584	1275
Ng04585	1032
Ng04586	1692
Ng04587	1035
Ng04588	540
Ng04589	1084
Ng04590	960
Ng04591	372
Ng04592	2123
Ng04593	711
Ng04594	2638
Ng04595	939
Ng04596	1347
Ng04597	1446
Ng04598	1552
Ng04599	963
Ng04600	1965
Ng04601	1570
Ng04602	966
Ng04603	1117
Ng04604	342
Ng04605	942
Ng04606	2427
Ng04607	1800
Ng04608	2283
Ng04609	495
Ng04610	1686
Ng04611	399
Ng04612	561
Ng04613	318
Ng04614	2277
Ng04615	1506
Ng04616	924
Ng04617	1905
Ng04618	1155
Ng04619	537
Ng04620	687
Ng04621	369
Ng04622	192
Ng04623	1677
Ng04624	1260
Ng04625	354
Ng04626	330
Ng04627	213
Ng04628	645
Ng04629	513
Ng04630	2097
Ng04631	450
Ng04632	618
Ng04633	303
Ng04634	2155
Ng04635	363
Ng04636	351
Ng04637	4251
Ng04638	246
Ng04639	273
Ng04640	661
Ng04641	2301
Ng04642	1588
Ng04643	2541
Ng04644	2391
Ng04645	2562
Ng04646	237
Ng04647	1731
Ng04648	975
Ng04649	4257
Ng04650	3639
Ng04651	1926
Ng04652	288
Ng04653	1776
Ng04654	1649
Ng04655	1990
Ng04656	210
Ng04657	2235
Ng04658	2397
Ng04659	423
Ng04660	2071
Ng04661	1626
Ng04662	507
Ng04663	369
Ng04664	3036
Ng04665	537
Ng04666	2420
Ng03319	1391
Ng03320	2094
Ng03321	264
Ng03322	874
Ng03323	2445
Ng03324	321
Ng03325	339
Ng03326	632
Ng03327	1143
Ng03328	2435
Ng03329	891
Ng03330	765
Ng03331	1428
Ng03332	1368
Ng03333	1057
Ng03334	288
Ng03335	999
Ng03336	219
Ng03337	351
Ng03338	2885
Ng03339	417
Ng03340	900
Ng03341	2837
Ng03342	858
Ng03343	1095
Ng03344	1478
Ng03345	1077
Ng03346	2907
Ng03347	336
Ng03348	498
Ng03349	1836
Ng03350	1162
Ng03351	6153
Ng03352	1620
Ng03353	5154
Ng03354	924
Ng03355	1626
Ng03356	549
Ng03357	1056
Ng03358	240
Ng03359	704
Ng03360	2736
Ng03361	753
Ng03362	2600
Ng03363	3433
Ng03364	453
Ng03365	849
Ng03366	225
Ng03367	1674
Ng03368	849
Ng03369	2127
Ng03370	189
Ng03371	979
Ng03372	1050
Ng03373	414
Ng03374	300
Ng03375	1298
Ng03376	1639
Ng03377	912
Ng03378	2352
Ng03379	558
Ng03380	918
Ng03381	312
Ng03382	192
Ng03383	354
Ng03384	1269
Ng03385	807
Ng03386	252
Ng03387	1311
Ng03388	807
Ng03389	252
Ng03390	2367
Ng03391	378
Ng03392	1563
Ng03393	741
Ng03394	1503
Ng03395	318
Ng03396	1226
Ng03397	2721
Ng03398	3194
Ng03399	1290
Ng03400	636
Ng03401	2579
Ng03402	477
Ng03403	462
Ng03404	963
Ng03405	558
Ng03406	195
Ng03407	1044
Ng03408	2389
Ng03409	918
Ng03410	825
Ng03411	681
Ng03412	2953
Ng03413	3349
Ng03414	1587
Ng03415	2240
Ng03416	1455
Ng03417	1317
Ng03418	507
Ng03419	1059
Ng03420	597
Ng03421	423
Ng03422	1734
Ng03423	1197
Ng03424	1826
Ng03425	1264
Ng03426	270
Ng03427	711
Ng03428	1479
Ng03429	2256
Ng03430	207
Ng03431	2946
Ng03432	492
Ng03433	1449
Ng03434	2954
Ng03435	1475
Ng03436	3465
Ng03437	1806
Ng03438	1557
Ng03439	1160
Ng03440	3267
Ng03441	1574
Ng03442	402
Ng03443	1224
Ng03444	975
Ng03445	1824
Ng03446	1914
Ng03447	489
Ng03448	861
Ng03449	180
Ng03450	2631
Ng03451	1230
Ng03452	2081
Ng03453	1407
Ng03454	1710
Ng03455	7899
Ng03456	300
Ng03457	711
Ng03458	2943
Ng03459	615
Ng03460	3891
Ng03461	567
Ng11261	1125
Ng03462	966
Ng11265	795
Ng03463	3144
Ng03464	273
Ng03465	2587
Ng03466	2640
Ng03467	1671
Ng03468	258
Ng03469	1656
Ng03470	378
Ng03471	627
Ng03472	2020
Ng03473	2418
Ng03474	1914
Ng03475	3368
Ng03476	663
Ng03477	348
Ng03478	3904
Ng03479	945
Ng03480	1687
Ng03481	900
Ng03482	1305
Ng03483	1143
Ng03484	1553
Ng03485	561
Ng03486	1785
Ng03487	894
Ng03488	1821
Ng03489	1512
Ng03490	1746
Ng03491	987
Ng03492	1647
Ng03493	735
Ng03494	497
Ng03495	420
Ng03496	3174
Ng03497	1626
Ng03498	630
Ng03499	474
Ng03500	624
Ng03501	1314
Ng03502	2432
Ng03503	2304
Ng03504	1455
Ng03505	360
Ng03506	591
Ng03507	213
Ng03508	1599
Ng03509	348
Ng03510	2814
Ng03511	1314
Ng03512	2374
Ng03513	1089
